rfp_group,rfp_name,curryr_rev,prevyr_rev,growth,volume_tier,growth_tier,rebate_rate,rebate,,,total_rev,rebate,net_rev,
6309210,RFP_NAME_B,14861.9,13909.79,0.068448913,V1,,0,0,,,,,,
6309292,RFP_NAME_B,3244.78,5749.26,-0.435617801,,,0,0,,,,,,
6309369,RFP_NAME_B,16035.91,18008,-0.109511884,V2,,0,0,,,,,,
6309423,RFP_NAME_B,0,0,,,,0,0,,,,,,
6309424,RFP_NAME_B,46931.72,55528.78,-0.154821698,V4,,0,0,,,,,,
6309467,RFP_NAME_B,2565.29,1597.84,0.605473639,,G3,0,0,,,,,,
6309532,RFP_NAME_B,4212.78,3726.99,0.130343789,,G1,0,0,,,,,,
6309682,RFP_NAME_B,825.59,1948.48,-0.576290236,,,0,0,,,,,,
6309697,RFP_NAME_B,7221.39,7001.74,0.031370774,,,0,0,,,,,,
6309729,RFP_NAME_B,3930.17,3640.14,0.079675507,,,0,0,,,,,,
6309730,RFP_NAME_B,3967.26,6588.11,-0.397815155,,,0,0,,,,,,
6309753,RFP_NAME_B,1513.1,2099.7,-0.279373244,,,0,0,,,,,,
6309882,RFP_NAME_B,13105.56,7411.79,0.768204442,V1,G3,0.05,655.278,,,,,,
6309909,RFP_NAME_B,7402,5776.15,0.281476416,,G3,0,0,,,,,,
6309932,RFP_NAME_B,30585.37,26920.89,0.136120314,V3,G1,0.03,917.5611,,,,,,
6310061,RFP_NAME_B,4445.18,3250.06,0.367722442,,G3,0,0,,,,,,
6310156,RFP_NAME_B,4386.42,5562.68,-0.211455629,,,0,0,,,,,,
6310164,RFP_NAME_B,23227.4,32834.02,-0.292581292,V3,,0,0,,,,,,
6310168,RFP_NAME_B,6597.36,4321.9,0.526495291,,G3,0,0,,,,,,
6310182,RFP_NAME_B,1970.22,1426.89,0.380779177,,G3,0,0,,,,,,
6310364,RFP_NAME_B,9961.34,11281.31,-0.117005029,V1,,0,0,,,,,,
6310566,RFP_NAME_B,2473.94,1803.82,0.371500482,,G3,0,0,,,,,,
6310764,RFP_NAME_B,1050.12,1346.59,-0.220163524,,,0,0,,,,,,
6310782,RFP_NAME_B,5117.78,4973.14,0.029084241,,,0,0,,,,,,
6310805,RFP_NAME_B,745.36,68.26,9.919425725,,G3,0,0,,,,,,
6310817,RFP_NAME_B,4592.2,3545.78,0.295117012,,G3,0,0,,,,,,
6310820,RFP_NAME_B,4307.23,5419.05,-0.205168803,,,0,0,,,,,,
6310827,RFP_NAME_B,1966.77,2777.29,-0.291838447,,,0,0,,,,,,
6310917,RFP_NAME_B,2682.88,2971.73,-0.097199274,,,0,0,,,,,,
6310923,RFP_NAME_B,54214.1,43525.56,0.24556927,V4,G3,0.11,5963.551,,,,,,
6310928,RFP_NAME_B,3753.72,3483.29,0.077636373,,,0,0,,,,,,
6311008,RFP_NAME_B,4143.72,2689.15,0.540903259,,G3,0,0,,,,,,
6311014,RFP_NAME_B,-64.48,0,#NAME?,,,0,0,,,,,,
6311077,RFP_NAME_B,25003.68,17400.28,0.43696998,V3,G3,0.07,1750.2576,,,,,,
6311083,RFP_NAME_B,816.02,2347.38,-0.652369876,,,0,0,,,,,,
6311106,RFP_NAME_B,5977.18,4206.42,0.420966047,,G3,0,0,,,,,,
6311126,RFP_NAME_B,5469.02,6741.9,-0.188801376,,,0,0,,,,,,
6311128,RFP_NAME_B,520.93,1472,-0.646107337,,,0,0,,,,,,
6311149,RFP_NAME_B,4086.49,3939.78,0.03723812,,,0,0,,,,,,
6311160,RFP_NAME_B,16976.54,11171.91,0.519573645,V2,G3,0.07,1188.3578,,,,,,
6311168,RFP_NAME_B,2034.15,894.68,1.273606206,,G3,0,0,,,,,,
6311183,RFP_NAME_B,5538.45,5983.3,-0.074348604,,,0,0,,,,,,
6311195,RFP_NAME_B,3939.73,2686.44,0.466524471,,G3,0,0,,,,,,
6311214,RFP_NAME_B,11993.52,8228.66,0.457530145,V1,G3,0.05,599.676,,,,,,
6311259,RFP_NAME_B,14216.74,6089.07,1.334796611,V1,G3,0.05,710.837,,,,,,
6311314,RFP_NAME_B,6968.35,10367.23,-0.327848422,,,0,0,,,,,,
6311318,RFP_NAME_B,0,0,,,,0,0,,,,,,
6311338,RFP_NAME_B,0,0,,,,0,0,,,,,,
6311340,RFP_NAME_B,11251.02,4049.85,1.778132523,V1,G3,0.05,562.551,,,,,,
6311362,RFP_NAME_B,1106.01,868.46,0.273530157,,G3,0,0,,,,,,
6311383,RFP_NAME_B,2409.16,2578.48,-0.065666594,,,0,0,,,,,,
6311387,RFP_NAME_B,2472.88,1698.92,0.455560003,,G3,0,0,,,,,,
6311403,RFP_NAME_B,766.41,569.18,0.346516041,,G3,0,0,,,,,,
6311408,RFP_NAME_B,1189.55,1582.85,-0.248475851,,,0,0,,,,,,
6311434,RFP_NAME_B,192.4,192.4,0,,,0,0,,,,,,
6311457,RFP_NAME_B,0,0,,,,0,0,,,,,,
6311459,RFP_NAME_B,0,0,,,,0,0,,,,,,
6311460,RFP_NAME_B,6279.54,6830.4,-0.080648278,,,0,0,,,,,,
6311532,RFP_NAME_B,2769.14,4326.04,-0.359890339,,,0,0,,,,,,
6311546,RFP_NAME_B,-441.78,-375.86,0.175384452,,G2,0,0,,,,,,
6311594,RFP_NAME_B,15912.94,17493.86,-0.090369993,V2,,0,0,,,,,,
6311615,RFP_NAME_B,1650.81,1499.27,0.101075857,,G1,0,0,,,,,,
6311624,RFP_NAME_B,9709.13,7658.32,0.267788497,V1,G3,0.05,485.4565,,,,,,
6311736,RFP_NAME_B,3754.14,4666.42,-0.195498905,,,0,0,,,,,,
6311761,RFP_NAME_B,0,0,,,,0,0,,,,,,
6311794,RFP_NAME_B,49.18,108.51,-0.546769883,,,0,0,,,,,,
6311797,RFP_NAME_B,12985.11,8858.26,0.465875917,V1,G3,0.05,649.2555,,,,,,
6311798,RFP_NAME_B,0,0,,,,0,0,,,,,,
6311902,RFP_NAME_B,5806.63,4215.11,0.377574962,,G3,0,0,,,,,,
6311908,RFP_NAME_B,3453.95,2783.85,0.240709808,,G3,0,0,,,,,,
6312079,RFP_NAME_B,417.01,286.84,0.453807,,G3,0,0,,,,,,
6312179,RFP_NAME_B,10016.71,6267.08,0.59830575,V1,G3,0.05,500.8355,,,,,,
6312225,RFP_NAME_B,0,80.08,-1,,,0,0,,,,,,
6312246,RFP_NAME_B,548.92,0,inf,,,0,0,,,,,,
6312253,RFP_NAME_B,6801.14,7765.61,-0.124197584,,,0,0,,,,,,
6312256,RFP_NAME_B,2965.22,1786.08,0.660183194,,G3,0,0,,,,,,
6312276,RFP_NAME_B,0,612.72,-1,,,0,0,,,,,,
6312298,RFP_NAME_B,5411.25,4206.21,0.286490689,,G3,0,0,,,,,,
6312321,RFP_NAME_B,4829.24,11113.61,-0.565466127,,,0,0,,,,,,
6312344,RFP_NAME_B,7692,6923.8,0.110950634,,G1,0,0,,,,,,
6312365,RFP_NAME_B,2588.39,5065.21,-0.488986636,,,0,0,,,,,,
6312437,RFP_NAME_B,3343.93,3674.48,-0.089958307,,,0,0,,,,,,
6312523,RFP_NAME_B,0,0,,,,0,0,,,,,,
6312557,RFP_NAME_B,0,0,,,,0,0,,,,,,
6312571,RFP_NAME_B,5102.5,4343.65,0.174703303,,G2,0,0,,,,,,
6312635,RFP_NAME_B,2739.96,1090.11,1.513471118,,G3,0,0,,,,,,
6312697,RFP_NAME_B,4443.02,2764.76,0.607018331,,G3,0,0,,,,,,
6312702,RFP_NAME_B,5848.78,8436.77,-0.30675128,,,0,0,,,,,,
6312759,RFP_NAME_B,7478.19,7668.91,-0.024869245,,,0,0,,,,,,
6312763,RFP_NAME_B,5510.12,7653.94,-0.280093651,,,0,0,,,,,,
6312773,RFP_NAME_B,11096.13,8418.35,0.318088462,V1,G3,0.05,554.8065,,,,,,
6312935,RFP_NAME_B,905.22,2327.65,-0.611101325,,,0,0,,,,,,
6313051,RFP_NAME_B,173.71,605.96,-0.713330913,,,0,0,,,,,,
6313116,RFP_NAME_B,529.57,0,inf,,,0,0,,,,,,
6313168,RFP_NAME_B,4003.63,7612.35,-0.474061229,,,0,0,,,,,,
6313177,RFP_NAME_B,7147.43,5651.46,0.26470505,,G3,0,0,,,,,,
6313187,RFP_NAME_B,3335.21,3148.15,0.059419024,,,0,0,,,,,,
6313201,RFP_NAME_B,30811.05,17374.17,0.773382556,V3,G3,0.07,2156.7735,,,,,,
6313247,RFP_NAME_B,4545.14,5940.15,-0.234844238,,,0,0,,,,,,
6313259,RFP_NAME_B,3548.17,3388.16,0.047226223,,,0,0,,,,,,
6313285,RFP_NAME_B,3907.96,14018.06,-0.721219627,,,0,0,,,,,,
6313351,RFP_NAME_B,10601.7,7881.12,0.345202205,V1,G3,0.05,530.085,,,,,,
6313391,RFP_NAME_B,4779.7,4456.47,0.072530501,,,0,0,,,,,,
6313397,RFP_NAME_B,9962.69,8834.86,0.127656805,V1,G1,0.01,99.6269,,,,,,
6313399,RFP_NAME_B,0,179.96,-1,,,0,0,,,,,,
6313463,RFP_NAME_B,0,145.5,-1,,,0,0,,,,,,
6313480,RFP_NAME_B,2566.16,2788.12,-0.079609199,,,0,0,,,,,,
6313540,RFP_NAME_B,4164.79,2042.65,1.038915135,,G3,0,0,,,,,,
6313553,RFP_NAME_B,2457.23,2776.93,-0.115127137,,,0,0,,,,,,
6313557,RFP_NAME_B,7762.12,6358.31,0.22078351,,G3,0,0,,,,,,
6313581,RFP_NAME_B,349.04,104.84,2.32926364,,G3,0,0,,,,,,
6313665,RFP_NAME_B,47207.47,18896.34,1.49823352,V4,G3,0.11,5192.8217,,,,,,
6313670,RFP_NAME_B,10379.74,6249.75,0.660824833,V1,G3,0.05,518.987,,,,,,
6313688,RFP_NAME_B,0,0,,,,0,0,,,,,,
6313689,RFP_NAME_B,6590.55,4335.24,0.520227254,,G3,0,0,,,,,,
6313701,RFP_NAME_B,1398.51,1671.22,-0.163180192,,,0,0,,,,,,
6313702,RFP_NAME_B,31265.3,46558.32,-0.328470185,V3,,0,0,,,,,,
6313752,RFP_NAME_B,3693.89,4762.29,-0.22434585,,,0,0,,,,,,
6313756,RFP_NAME_B,3767.25,481.31,6.827076105,,G3,0,0,,,,,,
6313783,RFP_NAME_B,3730.77,4014.08,-0.070579062,,,0,0,,,,,,
6313892,RFP_NAME_B,7999.02,9945.06,-0.195679061,,,0,0,,,,,,
6313905,RFP_NAME_B,0,0,,,,0,0,,,,,,
6313914,RFP_NAME_B,8084.31,5834.35,0.385640217,,G3,0,0,,,,,,
6313924,RFP_NAME_B,12276.54,9635.29,0.274122523,V1,G3,0.05,613.827,,,,,,
6313933,RFP_NAME_B,2121.32,1368.02,0.550649844,,G3,0,0,,,,,,
6313952,RFP_NAME_B,17232.46,17334.81,-0.005904305,V2,,0,0,,,,,,
6314048,RFP_NAME_B,23138.63,22499.97,0.028384927,V3,,0,0,,,,,,
6314102,RFP_NAME_B,3717.09,5694.28,-0.347223881,,,0,0,,,,,,
6314103,RFP_NAME_B,0,0,,,,0,0,,,,,,
6314117,RFP_NAME_B,0,411.1,-1,,,0,0,,,,,,
6314177,RFP_NAME_B,6912.14,8852.03,-0.219146343,,,0,0,,,,,,
6314180,RFP_NAME_B,2857.46,6077.85,-0.529856775,,,0,0,,,,,,
6314214,RFP_NAME_B,0,0,,,,0,0,,,,,,
6314240,RFP_NAME_B,5692.56,4930.9,0.15446673,,G2,0,0,,,,,,
6314277,RFP_NAME_B,8650.58,12028.59,-0.280831752,,,0,0,,,,,,
6314281,RFP_NAME_B,7577.67,2493.86,2.038530631,,G3,0,0,,,,,,
6314282,RFP_NAME_B,0,0,,,,0,0,,,,,,
6314333,RFP_NAME_B,0,0,,,,0,0,,,,,,
6314410,RFP_NAME_B,1952.42,1340.32,0.456681986,,G3,0,0,,,,,,
6314424,RFP_NAME_B,652.6,1139.66,-0.427373076,,,0,0,,,,,,
6314435,RFP_NAME_B,1053.24,691.84,0.522375116,,G3,0,0,,,,,,
6314455,RFP_NAME_B,9833.58,9790.27,0.00442378,V1,,0,0,,,,,,
6314469,RFP_NAME_B,5366.32,5772.64,-0.070387206,,,0,0,,,,,,
6314488,RFP_NAME_B,2573.75,2996.76,-0.141155782,,,0,0,,,,,,
6314527,RFP_NAME_B,9453.41,3659.57,1.583202398,V1,G3,0.05,472.6705,,,,,,
6314531,RFP_NAME_B,3948.45,2952.22,0.337451138,,G3,0,0,,,,,,
6314589,RFP_NAME_B,735.09,851.13,-0.1363364,,,0,0,,,,,,
6314596,RFP_NAME_B,11527.13,11848.11,-0.027091241,V1,,0,0,,,,,,
6314618,RFP_NAME_B,2303.48,1069.74,1.153308281,,G3,0,0,,,,,,
6314682,RFP_NAME_B,9516.06,13288.42,-0.283883261,V1,,0,0,,,,,,
6314812,RFP_NAME_B,1549.09,1324.46,0.169601196,,G2,0,0,,,,,,
6314813,RFP_NAME_B,8976.26,13063.47,-0.312873226,,,0,0,,,,,,
6314831,RFP_NAME_B,369.61,754.48,-0.510112925,,,0,0,,,,,,
6314871,RFP_NAME_B,1634.51,736.51,1.219263825,,G3,0,0,,,,,,
6314872,RFP_NAME_B,0,0,,,,0,0,,,,,,
6314874,RFP_NAME_B,5573.42,3221.73,0.729946333,,G3,0,0,,,,,,
6314895,RFP_NAME_B,3090.95,4612.47,-0.32987098,,,0,0,,,,,,
6314916,RFP_NAME_B,2582.02,2024.68,0.27527313,,G3,0,0,,,,,,
6314970,RFP_NAME_B,0,0,,,,0,0,,,,,,
6314976,RFP_NAME_B,14583.69,14119.01,0.032911656,V1,,0,0,,,,,,
6315242,RFP_NAME_B,19981.68,10174.93,0.963814984,V2,G3,0.07,1398.7176,,,,,,
6315294,RFP_NAME_B,0,0,,,,0,0,,,,,,
6315330,RFP_NAME_B,5875.12,3132.17,0.875734714,,G3,0,0,,,,,,
6315334,RFP_NAME_B,50472.57,37948.12,0.330041383,V4,G3,0.11,5551.9827,,,,,,
6315358,RFP_NAME_B,4588.23,3300.22,0.390280042,,G3,0,0,,,,,,
6315456,RFP_NAME_B,18827.18,24399.44,-0.228376553,V2,,0,0,,,,,,
6315457,RFP_NAME_B,32883.64,26153.02,0.257355365,V3,G3,0.07,2301.8548,,,,,,
6315593,RFP_NAME_B,677.28,306.36,1.210732472,,G3,0,0,,,,,,
6315594,RFP_NAME_B,8262.42,11293.27,-0.268376653,,,0,0,,,,,,
6315614,RFP_NAME_B,2174.3,78.52,26.69103413,,G3,0,0,,,,,,
6315694,RFP_NAME_B,153.18,358.1,-0.57224239,,,0,0,,,,,,
6315715,RFP_NAME_B,20341.06,21135.75,-0.037599328,V2,,0,0,,,,,,
6315845,RFP_NAME_B,0,0,,,,0,0,,,,,,
6315864,RFP_NAME_B,196.72,706.93,-0.721726338,,,0,0,,,,,,
6315966,RFP_NAME_B,4576.96,4875.02,-0.061140262,,,0,0,,,,,,
6315979,RFP_NAME_B,16262.46,11722.37,0.387301373,V2,G3,0.07,1138.3722,,,,,,
6315981,RFP_NAME_B,2440.14,4366.48,-0.441165424,,,0,0,,,,,,
6316080,RFP_NAME_B,1047.28,250.79,3.17592408,,G3,0,0,,,,,,
6316096,RFP_NAME_B,41542.41,36974.43,0.123544298,V3,G1,0.03,1246.2723,,,,,,
6316100,RFP_NAME_B,8653.08,8682.83,-0.003426302,,,0,0,,,,,,
6316112,RFP_NAME_B,11731.54,19325.02,-0.392935169,V1,,0,0,,,,,,
6316207,RFP_NAME_B,10788.75,12451.72,-0.133553437,V1,,0,0,,,,,,
6316209,RFP_NAME_B,2204.26,2495.27,-0.116624654,,,0,0,,,,,,
6316260,RFP_NAME_B,12664.19,9756.57,0.298016619,V1,G3,0.05,633.2095,,,,,,
6316261,RFP_NAME_B,12160.08,10067.99,0.207796194,V1,G3,0.05,608.004,,,,,,
6316302,RFP_NAME_B,18981.44,27034.18,-0.297872545,V2,,0,0,,,,,,
6316304,RFP_NAME_B,4111.18,3208.54,0.281324216,,G3,0,0,,,,,,
6316352,RFP_NAME_B,4062.93,7381.47,-0.449577117,,,0,0,,,,,,
6316377,RFP_NAME_B,4677.53,4874.6,-0.040427933,,,0,0,,,,,,
6316378,RFP_NAME_B,792.96,159.62,3.967798521,,G3,0,0,,,,,,
6316385,RFP_NAME_B,10715.3,7973.13,0.343926413,V1,G3,0.05,535.765,,,,,,
6316395,RFP_NAME_B,8192.37,7270.72,0.126761861,,G1,0,0,,,,,,
6316434,RFP_NAME_B,9546.83,7315.15,0.305076451,V1,G3,0.05,477.3415,,,,,,
6316554,RFP_NAME_B,0,3708.62,-1,,,0,0,,,,,,
6316570,RFP_NAME_B,0,0,,,,0,0,,,,,,
6316572,RFP_NAME_B,2059.16,1799,0.144613674,,G1,0,0,,,,,,
6316578,RFP_NAME_B,12435.7,10562.61,0.177332118,V1,G2,0.03,373.071,,,,,,
6316581,RFP_NAME_B,6377.94,23779.8,-0.731791689,,,0,0,,,,,,
6316599,RFP_NAME_B,3139.55,3441.45,-0.087724651,,,0,0,,,,,,
6316717,RFP_NAME_B,612.72,257.92,1.375620347,,G3,0,0,,,,,,
6316887,RFP_NAME_B,3681.4,4862.82,-0.242949564,,,0,0,,,,,,
6316889,RFP_NAME_B,2552.25,3383.41,-0.245657488,,,0,0,,,,,,
6316890,RFP_NAME_B,6709.78,4760.82,0.409374856,,G3,0,0,,,,,,
6316923,RFP_NAME_B,521.21,1754.19,-0.702877111,,,0,0,,,,,,
6317050,RFP_NAME_B,713.52,2360.83,-0.697767311,,,0,0,,,,,,
6317052,RFP_NAME_B,3060.7,3615.79,-0.153518318,,,0,0,,,,,,
6317070,RFP_NAME_B,0,81.1,-1,,,0,0,,,,,,
6317246,RFP_NAME_B,16961.72,24220.32,-0.299690508,V2,,0,0,,,,,,
6317263,RFP_NAME_B,2551.73,2517.94,0.0134197,,,0,0,,,,,,
6317278,RFP_NAME_B,21684.52,16868.14,0.285531185,V2,G3,0.07,1517.9164,,,,,,
6317293,RFP_NAME_B,2261.43,3396.36,-0.33416069,,,0,0,,,,,,
6317365,RFP_NAME_B,3706.5,3177.95,0.166317909,,G2,0,0,,,,,,
6317384,RFP_NAME_B,4415.78,6136.19,-0.280371045,,,0,0,,,,,,
6317462,RFP_NAME_B,5127.38,4039.78,0.269222581,,G3,0,0,,,,,,
6317485,RFP_NAME_B,6378.56,7455.62,-0.144462835,,,0,0,,,,,,
6317514,RFP_NAME_B,5651.24,3832.47,0.47456862,,G3,0,0,,,,,,
6317536,RFP_NAME_B,9905.92,10528.93,-0.059171255,V1,,0,0,,,,,,
6317563,RFP_NAME_B,1363.58,896.36,0.521241465,,G3,0,0,,,,,,
6317566,RFP_NAME_B,11813.04,12607.77,-0.063034938,V1,,0,0,,,,,,
6317596,RFP_NAME_B,0,0,,,,0,0,,,,,,
6317598,RFP_NAME_B,2256.29,1242.69,0.815649921,,G3,0,0,,,,,,
6317611,RFP_NAME_B,4559.61,2931.26,0.555511964,,G3,0,0,,,,,,
6317662,RFP_NAME_B,217.85,11081.87,-0.980341765,,,0,0,,,,,,
6317665,RFP_NAME_B,13897.79,8656.78,0.605422571,V1,G3,0.05,694.8895,,,,,,
6317686,RFP_NAME_B,4623.1,3445.97,0.341596125,,G3,0,0,,,,,,
6317716,RFP_NAME_B,5544.06,9024.7,-0.385679302,,,0,0,,,,,,
6317717,RFP_NAME_B,4341.02,3031.54,0.431952077,,G3,0,0,,,,,,
6317723,RFP_NAME_B,5304.93,3548.91,0.494805447,,G3,0,0,,,,,,
6317732,RFP_NAME_B,17260.29,14010.02,0.2319961,V2,G3,0.07,1208.2203,,,,,,
6317743,RFP_NAME_B,435.32,122.55,2.552182783,,G3,0,0,,,,,,
6317751,RFP_NAME_B,7289.44,6576.33,0.10843586,,G1,0,0,,,,,,
6317753,RFP_NAME_B,32186.21,25914.43,0.242018829,V3,G3,0.07,2253.0347,,,,,,
6317759,RFP_NAME_B,227.08,469.49,-0.516326226,,,0,0,,,,,,
6317777,RFP_NAME_B,611.34,4513,-0.864538001,,,0,0,,,,,,
6317838,RFP_NAME_B,9713.38,10725.17,-0.094337899,V1,,0,0,,,,,,
6317839,RFP_NAME_B,406.2,1719.95,-0.763830344,,,0,0,,,,,,
6317864,RFP_NAME_B,2497.81,4907.09,-0.490979379,,,0,0,,,,,,
6317924,RFP_NAME_B,836.74,676.75,0.236409309,,G3,0,0,,,,,,
6317948,RFP_NAME_B,0,2976.33,-1,,,0,0,,,,,,
6317955,RFP_NAME_B,6782.49,4643.86,0.460528526,,G3,0,0,,,,,,
6317974,RFP_NAME_B,1729.65,1168.43,0.480319745,,G3,0,0,,,,,,
6317993,RFP_NAME_B,1502.06,661.88,1.269384178,,G3,0,0,,,,,,
6318014,RFP_NAME_B,2139.82,2765.28,-0.226183244,,,0,0,,,,,,
6318080,RFP_NAME_B,6058.94,3190.81,0.898872073,,G3,0,0,,,,,,
6318123,RFP_NAME_B,29786.81,25235,0.180376858,V3,G2,0.05,1489.3405,,,,,,
6318127,RFP_NAME_B,11612.22,11309.21,0.026793207,V1,,0,0,,,,,,
6318281,RFP_NAME_B,6906.35,9372.34,-0.263113587,,,0,0,,,,,,
6318285,RFP_NAME_B,0,0,,,,0,0,,,,,,
6318286,RFP_NAME_B,0,0,,,,0,0,,,,,,
6318383,RFP_NAME_B,4442.65,4557.47,-0.025193803,,,0,0,,,,,,
6318413,RFP_NAME_B,16756.07,17700.72,-0.053367886,V2,,0,0,,,,,,
6318459,RFP_NAME_B,2578.6,6424.34,-0.598620247,,,0,0,,,,,,
6318563,RFP_NAME_B,6457.71,4872.56,0.325321802,,G3,0,0,,,,,,
6318572,RFP_NAME_B,4309.86,3864.94,0.115116923,,G1,0,0,,,,,,
6318615,RFP_NAME_B,5883.2,0,inf,,,0,0,,,,,,
6318616,RFP_NAME_B,8615.51,4003.42,1.152037508,,G3,0,0,,,,,,
6318655,RFP_NAME_B,1478,1696.94,-0.129020472,,,0,0,,,,,,
6318657,RFP_NAME_B,2040.04,4685.42,-0.564598264,,,0,0,,,,,,
6318733,RFP_NAME_B,9819.53,9704.47,0.011856392,V1,,0,0,,,,,,
6318773,RFP_NAME_B,3491.47,2238.69,0.559604054,,G3,0,0,,,,,,
6318774,RFP_NAME_B,1358.92,334.51,3.062419659,,G3,0,0,,,,,,
6318845,RFP_NAME_B,3444.72,4029.7,-0.145167134,,,0,0,,,,,,
6318897,RFP_NAME_B,18386.01,16656.26,0.103849844,V2,G1,0.04,735.4404,,,,,,
6319034,RFP_NAME_B,4929.88,5204.27,-0.052724013,,,0,0,,,,,,
6319104,RFP_NAME_B,2542.53,14912.22,-0.829500235,,,0,0,,,,,,
6319149,RFP_NAME_B,11292.87,13535.78,-0.165702309,V1,,0,0,,,,,,
6319184,RFP_NAME_B,3491.88,1714.19,1.037043735,,G3,0,0,,,,,,
6319193,RFP_NAME_B,5179.84,5162.97,0.003267499,,,0,0,,,,,,
6319235,RFP_NAME_B,5097.54,3786.27,0.34632237,,G3,0,0,,,,,,
6319255,RFP_NAME_B,2146.88,1749.65,0.227033978,,G3,0,0,,,,,,
6319260,RFP_NAME_B,17811.29,18355.44,-0.029645162,V2,,0,0,,,,,,
6319289,RFP_NAME_B,5662.53,3548.84,0.595600252,,G3,0,0,,,,,,
6319313,RFP_NAME_B,3856.17,6947.81,-0.444980505,,,0,0,,,,,,
6319318,RFP_NAME_B,10224.53,13200.18,-0.225424956,V1,,0,0,,,,,,
6319348,RFP_NAME_B,197.48,76.59,1.578404491,,G3,0,0,,,,,,
6319349,RFP_NAME_B,6247.5,9029.08,-0.308069039,,,0,0,,,,,,
6319362,RFP_NAME_B,2813.12,7303.88,-0.614845808,,,0,0,,,,,,
6319384,RFP_NAME_B,3259.45,6904.73,-0.527939543,,,0,0,,,,,,
6319402,RFP_NAME_B,22452.88,19261.05,0.165714226,V2,G2,0.05,1122.644,,,,,,
6319412,RFP_NAME_B,10052.27,4128.95,1.434582642,V1,G3,0.05,502.6135,,,,,,
6319452,RFP_NAME_B,951.53,1022.11,-0.069053233,,,0,0,,,,,,
6319518,RFP_NAME_B,0,96.72,-1,,,0,0,,,,,,
6319539,RFP_NAME_B,2254.4,2453.59,-0.081183083,,,0,0,,,,,,
6319548,RFP_NAME_B,1577.62,277.02,4.694967872,,G3,0,0,,,,,,
6319588,RFP_NAME_B,0,160.16,-1,,,0,0,,,,,,
6319629,RFP_NAME_B,1035.14,478.35,1.163980349,,G3,0,0,,,,,,
6319637,RFP_NAME_B,1596.12,0,inf,,,0,0,,,,,,
6319660,RFP_NAME_B,6297.72,5926.43,0.062649858,,,0,0,,,,,,
6319661,RFP_NAME_B,519.75,153.18,2.39306698,,G3,0,0,,,,,,
6319703,RFP_NAME_B,10161.66,16216,-0.373355945,V1,,0,0,,,,,,
6319721,RFP_NAME_B,81.1,2040.29,-0.960250749,,,0,0,,,,,,
6319738,RFP_NAME_B,4194.88,3671.63,0.142511637,,G1,0,0,,,,,,
6319781,RFP_NAME_B,4033.16,4382.04,-0.079615887,,,0,0,,,,,,
6319807,RFP_NAME_B,9416.92,7187.39,0.310200226,V1,G3,0.05,470.846,,,,,,
6319868,RFP_NAME_B,1071.06,3562.58,-0.69935833,,,0,0,,,,,,
6319878,RFP_NAME_B,11613.62,3379.93,2.436053409,V1,G3,0.05,580.681,,,,,,
6319918,RFP_NAME_B,2247.71,2183.82,0.029256074,,,0,0,,,,,,
6319984,RFP_NAME_B,3843.9,2239.82,0.716164692,,G3,0,0,,,,,,
6320064,RFP_NAME_B,3470.29,2748.4,0.262658274,,G3,0,0,,,,,,
6320076,RFP_NAME_B,4338.1,1750.46,1.478262857,,G3,0,0,,,,,,
6320086,RFP_NAME_B,3030.09,4239.9,-0.285339277,,,0,0,,,,,,
6320087,RFP_NAME_B,3512.19,2806.49,0.251452882,,G3,0,0,,,,,,
6320156,RFP_NAME_B,1860.12,3016.2,-0.383290233,,,0,0,,,,,,
6320182,RFP_NAME_B,17736.99,14440.01,0.228322557,V2,G3,0.07,1241.5893,,,,,,
6320191,RFP_NAME_B,7736.48,10835.38,-0.285998276,,,0,0,,,,,,
6320226,RFP_NAME_B,192.4,345.58,-0.443254818,,,0,0,,,,,,
6320256,RFP_NAME_B,6615.73,9070.99,-0.270671669,,,0,0,,,,,,
6320310,RFP_NAME_B,0,0,,,,0,0,,,,,,
6320354,RFP_NAME_B,3700.05,3777.91,-0.020609279,,,0,0,,,,,,
6320397,RFP_NAME_B,3927.14,1554.31,1.526613095,,G3,0,0,,,,,,
6320471,RFP_NAME_B,11631.84,12854.26,-0.095098434,V1,,0,0,,,,,,
6320480,RFP_NAME_B,0,193.44,-1,,,0,0,,,,,,
6320483,RFP_NAME_B,9470.11,686.33,12.79818746,V1,G3,0.05,473.5055,,,,,,
6320492,RFP_NAME_B,11462.05,9353.9,0.225376581,V1,G3,0.05,573.1025,,,,,,
6320494,RFP_NAME_B,18932.42,21574.67,-0.122470008,V2,,0,0,,,,,,
6320497,RFP_NAME_B,8024,6512.74,0.232046727,,G3,0,0,,,,,,
6320500,RFP_NAME_B,275.41,261.34,0.053837912,,,0,0,,,,,,
6320552,RFP_NAME_B,2547.83,1937.56,0.314968311,,G3,0,0,,,,,,
6320570,RFP_NAME_B,16278.08,12226.82,0.331342082,V2,G3,0.07,1139.4656,,,,,,
6320583,RFP_NAME_B,661.89,1514.28,-0.562901181,,,0,0,,,,,,
6320603,RFP_NAME_B,61349.37,60530.95,0.013520687,V4,,0,0,,,,,,
6320609,RFP_NAME_B,9059.91,10582.18,-0.143852212,V1,,0,0,,,,,,
6320617,RFP_NAME_B,0,0,,,,0,0,,,,,,
6320666,RFP_NAME_B,13077.75,11606.31,0.126779312,V1,G1,0.01,130.7775,,,,,,
